,Target variable,Score
336,0,1.8155926e-05
337,0,5.877806e-07
338,0,2.7720243e-06
339,0,2.7750664e-07
340,0,4.360448e-05
341,0,0.0053525567
342,0,5.342528e-07
343,0,4.9265385e-08
344,0,3.276123e-07
345,0,1.2393378e-06
346,0,3.0722515e-07
347,0,2.2188318e-07
348,0,1.0364994e-05
349,0,7.3246173e-07
350,0,7.5204766e-06
351,0,4.2421357e-06
352,0,8.0650146e-08
353,0,1.4147658e-07
354,0,6.4825126e-06
355,0,1.7425515e-07
356,0,8.1028816e-07
357,0,1.3487657e-06
358,0,5.522252e-07
359,0,3.426793e-06
360,0,2.5702134e-06
361,0,0.00033876445
362,0,9.686051e-06
363,0,2.2417548e-06
364,0,1.0026068e-05
365,0,1.2947559e-06
366,0,3.507767e-05
367,0,1.4393002e-05
368,0,1.3747174e-06
369,0,2.2359836e-06
370,0,1.198268e-06
371,0,9.669853e-06
372,0,2.6691228e-05
373,0,4.951663e-06
374,0,1.6847834e-07
375,0,7.302445e-07
376,0,7.408244e-07
377,0,4.8074203e-06
378,0,9.822232e-06
379,0,1.930906e-06
380,0,4.393626e-07
381,0,7.3226174e-06
382,0,1.6909662e-06
383,0,2.2207986e-07
384,0,2.098314e-06
385,0,2.228468e-05
386,0,5.918237e-07
387,0,4.36417e-06
388,0,1.7722523e-06
389,0,1.0622271e-05
390,0,9.981133e-07
391,1,5.8031596e-06
392,0,8.7052534e-08
393,0,9.856688e-06
394,0,1.2812359e-06
395,0,5.389539e-06
396,0,2.703169e-07
397,0,2.9115104e-06
398,0,5.8906458e-06
399,0,3.678961e-06
400,0,2.6084333e-06
401,0,1.5331589e-06
402,0,1.4522303e-06
403,0,2.078902e-08
404,0,5.4787444e-07
405,0,3.2973276e-07
406,0,1.1303031e-06
407,0,8.3675286e-07
408,0,1.1251622e-06
409,0,4.1674157e-06
410,0,1.7447845e-06
411,0,2.3088558e-05
412,0,1.2429538e-06
413,0,3.762105e-06
414,0,1.1144042e-05
415,0,5.441256e-06
416,0,4.894044e-06
417,0,0.00024293017
418,0,1.307638e-05
419,0,4.2965408e-07
420,0,1.1665147e-05
421,0,3.5167525e-06
422,0,1.7293207e-05
423,0,3.4426664e-06
424,0,1.518559e-07
425,0,1.2835118e-06
426,0,3.719996e-06
427,0,1.4004269e-06
428,0,9.094758e-07
429,0,1.46173115e-05
430,0,2.928852e-06
431,0,8.231108e-05
432,0,4.7803005e-06
433,0,2.0936537e-07
434,0,3.9143024e-06
435,0,3.930263e-06
436,0,3.207537e-07
437,0,5.1509335e-07
438,0,1.8253561e-06
439,0,1.668549e-06
440,0,3.3370907e-06
441,0,7.123943e-07
442,0,6.320229e-07
443,0,1.502687e-05
444,0,7.941794e-06
445,0,6.535715e-07
446,0,2.3908185e-06
447,0,1.6927677e-05
448,0,6.8263836e-07
449,0,5.7666927e-07
450,0,0.00018318291
451,0,7.791932e-08
452,0,0.00020435547
453,0,1.5651472e-05
454,0,6.699404e-05
455,0,8.969919e-06
456,0,1.9425013e-06
457,0,1.3154853e-06
458,0,3.8105086e-06
459,0,4.6108957e-07
460,0,2.985873e-05
461,0,3.1383217e-07
462,0,0.00012425426
463,0,1.9376137e-07
464,0,2.2346514e-06
465,0,2.5868414e-06
466,0,6.388475e-07
467,0,1.1236427e-05
468,0,1.4425102e-06
469,0,7.1001014e-06
470,0,0.0003299894
471,0,1.818719e-05
472,0,9.43709e-08
473,0,2.9265289e-06
474,0,1.4222715e-05
475,0,1.9276222e-07
476,0,3.1057694e-05
477,0,4.5769988e-07
478,0,2.5335621e-05
479,0,1.3261568e-05
480,0,7.0107285e-07
481,0,4.4627134e-07
482,0,2.2722614e-05
483,0,4.2491664e-07
484,0,6.3339107e-06
485,0,5.5464848e-06
486,0,2.515832e-07
487,0,2.6489292e-07
488,0,5.764522e-05
489,0,1.3148531e-06
490,0,3.0895837e-05
491,0,4.8300666e-05
492,0,2.2474019e-06
493,0,6.7389838e-06
494,0,3.1505615e-06
495,0,9.347827e-05
496,0,1.4525004e-06
497,0,2.6667863e-06
498,0,6.4907545e-05
499,0,3.113004e-06
500,0,1.9717068e-06
501,0,5.2456636e-07
502,0,6.105513e-06
503,0,2.6321954e-06
504,0,3.2059004e-05
505,0,9.669646e-07
506,0,2.1872827e-06
507,0,7.0699866e-06
508,0,1.2720652e-07
509,0,1.5828858e-06
510,0,1.391785e-08
511,0,1.8000626e-05
512,0,9.011258e-05
513,0,6.784057e-06
514,0,1.192676e-06
515,0,0.0014933875
516,0,4.7883677e-06
517,0,2.5063134e-06
518,0,1.5169698e-07
519,0,8.878067e-08
520,0,1.0409484e-06
521,0,7.101504e-07
522,0,1.3380118e-05
523,0,1.0162551e-05
524,0,4.0277164e-06
525,0,1.5677409e-06
526,0,1.5776578e-06
527,0,4.3917466e-06
528,0,5.6314166e-06
529,0,8.167968e-07
530,0,1.1928045e-06
531,0,2.122179e-05
532,0,3.4019872e-06
533,0,4.437002e-06
534,0,1.0778439e-05
535,0,3.35024e-07
536,0,5.864676e-06
537,0,4.020059e-05
538,0,4.779489e-07
539,0,1.9001864e-05
540,0,6.9249686e-06
541,1,0.9998872
542,0,9.933889e-07
543,0,7.4429e-05
544,0,1.787619e-05
545,0,8.4091755e-07
546,0,7.939916e-07
547,0,3.884386e-07
548,0,3.938642e-06
549,0,5.4099105e-06
550,0,3.5498076e-06
551,0,6.713537e-06
552,0,6.01805e-08
553,0,7.5294946e-07
554,0,0.0001045707
555,0,6.1949055e-07
556,0,5.697727e-06
557,0,1.3406964e-07
558,0,1.0345303e-05
559,0,1.850459e-07
560,0,1.3974623e-06
561,0,3.5617976e-08
562,0,1.1484265e-05
563,0,1.1439023e-05
564,0,2.324106e-06
565,0,3.7616496e-06
566,0,1.6839753e-06
567,0,1.4829163e-07
568,0,3.423767e-07
569,0,8.9056e-06
570,0,4.6113714e-06
571,0,0.00015681391
572,0,2.3826993e-05
573,0,9.201691e-07
574,0,1.5341651e-05
575,0,2.9388886e-07
576,0,2.3327186e-05
577,0,3.2121923e-05
578,0,0.00015629009
579,0,1.880141e-07
580,0,4.96515e-07
581,0,4.6211317e-06
582,0,3.1897835e-05
583,0,4.701389e-07
584,0,5.078189e-06
585,0,3.2575126e-06
586,0,5.6404083e-06
587,0,7.261054e-05
588,0,0.00025661077
589,0,5.5146785e-07
590,0,1.406143e-05
591,0,1.4666775e-06
592,0,4.0119103e-06
593,0,7.405315e-05
594,0,4.933926e-07
595,0,1.5164177e-05
596,0,6.4423155e-08
597,0,6.2360385e-05
598,0,1.2641516e-06
599,0,1.0073955e-07
600,0,5.03201e-06
601,0,1.379207e-06
602,0,3.762769e-05
603,0,1.8355577e-06
604,0,3.3324602e-06
605,0,1.2265403e-06
606,0,0.000121017656
607,0,0.00015644114
608,0,5.754414e-07
609,0,7.833765e-05
610,0,1.52157045e-05
611,0,0.00044895583
612,0,9.441705e-07
613,0,1.4188056e-07
614,0,1.1202776e-06
615,0,3.7575444e-06
616,0,3.996749e-05
617,0,4.317734e-06
618,0,2.3904917e-07
619,0,2.7853778e-07
620,0,4.073892e-06
621,0,9.702479e-06
622,0,1.573287e-07
623,0,1.8065064e-05
624,0,8.9997457e-07
625,0,5.373147e-06
626,0,5.627025e-06
627,0,9.2073805e-07
628,0,1.0183726e-07
629,0,4.2434117e-08
630,0,2.5116876e-06
631,0,1.1773298e-05
632,0,1.9788684e-05
633,0,9.204371e-08
634,0,1.4319057e-05
635,0,3.7274212e-06
636,0,2.2917168e-06
637,0,1.5844369e-06
638,0,0.000399551
639,0,7.702503e-07
640,0,1.6044785e-05
641,0,5.645295e-06
642,0,1.2311352e-05
643,0,5.0453827e-06
644,0,4.0595742e-07
645,0,7.9888605e-07
646,0,1.7050984e-06
647,0,4.2242984e-05
648,0,1.9351921e-06
649,0,7.35585e-06
650,0,8.812346e-06
651,0,1.12233984e-07
652,0,1.4649972e-06
653,0,2.3320122e-06
654,0,2.1058628e-07
655,0,0.0001696817
656,0,0.00031633527
657,0,1.0877775e-06
658,0,2.5015159e-05
659,0,5.7634486e-07
660,0,5.6078824e-07
661,0,3.1957256e-06
662,0,2.0989354e-07
663,0,3.4741508e-06
664,0,4.207941e-07
665,0,3.2878193e-05
666,0,2.9674839e-05
667,0,9.249333e-07
668,0,5.7353645e-07
669,0,2.0833575e-06
670,0,3.4372372e-06
671,0,1.5119999e-06
672,0,1.7151746e-05
673,0,4.3082716e-07
674,0,3.4874054e-06
675,0,3.0636281e-06
676,0,0.0045772567
677,0,6.1869446e-06
678,0,1.0089228e-06
679,0,3.8370643e-05
680,0,0.00013548757
681,0,7.6152664e-06
682,0,4.794079e-06
683,0,4.046902e-06
684,0,1.8886029e-06
685,0,5.3732884e-07
686,0,7.669218e-07
687,0,1.6388719e-06
688,0,3.0945466e-05
689,0,1.002424e-06
690,0,1.803162e-05
691,0,1.2654881e-06
692,0,3.953266e-07
693,0,1.0610132e-05
694,0,4.7920315e-07
695,0,1.4127908e-06
696,0,9.2577966e-07
697,0,3.503847e-06
698,0,1.6661828e-06
699,0,3.0377765e-07
700,0,3.620301e-06
701,0,4.0529514e-05
702,0,1.1006565e-06
703,0,9.4552837e-07
704,0,3.012383e-05
705,0,9.351366e-09
706,0,2.8450959e-08
707,0,3.841468e-06
708,0,3.8760998e-05
709,0,2.8130926e-06
710,0,1.5923624e-06
711,0,0.000829637
712,0,1.072284e-05
713,0,1.5516069e-05
714,0,7.824449e-07
715,0,1.1325398e-06
716,0,2.1226142e-05
717,0,1.8215484e-05
718,0,5.6849126e-06
719,0,3.3800034e-06
720,0,5.7314116e-07
721,0,4.174345e-05
722,0,1.39989315e-05
723,0,1.2015018e-06
724,0,1.9365657e-06
725,0,4.7662482e-07
726,0,6.206869e-07
727,0,4.0182513e-06
728,0,4.7627676e-08
729,0,2.2015778e-05
730,0,5.017266e-07
731,0,5.5526552e-06
732,0,1.4783866e-06
733,0,2.3846178e-06
734,0,6.805194e-06
735,0,3.0634044e-07
736,0,8.681336e-06
737,0,9.5700464e-08
738,0,7.847697e-07
739,0,7.3380247e-06
740,0,1.2428898e-06
741,0,5.4713456e-07
742,0,1.2078829e-05
743,0,2.577125e-06
744,0,3.6483705e-08
745,0,1.0970173e-05
746,0,3.6388753e-06
747,0,2.1472615e-05
748,0,1.2509137e-05
749,0,1.3648972e-07
750,0,1.276424e-05
751,0,6.4903176e-08
752,0,1.5848034e-05
753,0,0.00014894865
754,0,7.945415e-07
755,0,3.4066882e-06
756,0,1.3624184e-05
757,0,5.1201896e-06
758,0,3.380029e-06
759,0,9.033281e-06
760,0,1.6712148e-07
761,0,1.2559345e-06
762,0,4.0464593e-07
763,0,0.00025102374
764,0,2.6441452e-05
765,0,1.1321737e-06
766,0,0.00011452028
767,0,5.7652746e-06
768,0,1.4242668e-05
769,0,8.8139095e-06
770,0,6.2777435e-06
771,0,7.11737e-07
772,0,8.4021915e-05
773,0,4.49863e-05
774,0,1.4734078e-05
775,0,7.111949e-07
776,0,2.1843822e-07
777,0,3.023795e-06
778,0,3.3008557e-06
779,0,8.66657e-08
780,0,5.043532e-07
781,0,8.571372e-06
782,0,2.7376478e-07
783,0,1.6711639e-06
784,0,1.4414705e-06
785,0,4.4921288e-07
786,0,0.0003270426
787,0,3.923156e-06
788,0,1.7852713e-05
789,0,1.6643248e-06
790,0,2.942411e-07
791,0,1.0645896e-06
792,0,6.24386e-06
793,0,1.9218508e-06
794,0,5.152907e-05
795,0,0.00013352183
796,0,3.168037e-08
797,0,5.7742986e-06
798,0,7.0569406e-08
799,0,2.6086275e-06
800,0,1.2058721e-05
801,0,6.2597985e-07
802,0,7.741151e-06
803,0,3.4940658e-07
804,0,3.1592706e-05
805,0,7.1679183e-06
806,0,9.456534e-06
807,0,5.586112e-06
808,0,1.3293552e-05
809,0,3.5811541e-07
810,0,2.114493e-06
811,0,3.503234e-05
812,0,1.879373e-05
813,0,5.12471e-07
814,0,3.8206502e-07
815,0,1.0263387e-06
816,0,2.496775e-07
817,0,1.4907152e-06
818,0,3.79919e-05
819,0,5.781269e-06
820,0,3.5744903e-05
821,0,1.9901181e-08
822,0,1.6372567e-05
823,0,1.0959379e-06
824,0,1.8664956e-07
825,0,6.522e-05
826,0,5.952261e-06
827,0,6.7063893e-06
828,0,1.8044799e-05
829,0,1.8284085e-06
830,0,1.6590855e-05
831,0,5.440125e-06
832,0,1.9188783e-06
833,0,4.636289e-05
834,0,1.0199358e-05
835,0,1.07426665e-07
836,0,1.0329755e-05
837,0,4.8606154e-07
838,0,4.327475e-06
839,0,1.7197367e-08
840,0,3.8678698e-07
841,0,4.758804e-06
842,0,5.0619906e-06
843,0,3.3584722e-06
844,0,5.9305935e-06
845,0,1.0804713e-05
846,0,3.9035035e-07
847,0,1.2353466e-07
848,0,4.1802615e-08
849,0,2.9047796e-05
850,0,1.4684271e-06
851,0,1.0205596e-06
852,0,8.220668e-05
853,0,3.7199422e-06
854,0,6.167975e-06
855,0,3.1807208e-06
856,0,5.660156e-07
857,0,6.662937e-08
858,0,1.4371918e-07
859,0,3.5476655e-06
860,0,1.3266123e-05
861,0,1.2152232e-06
862,0,4.9498167e-06
863,0,2.8466786e-06
864,0,1.2535282e-06
865,0,1.4258443e-07
866,0,9.724109e-06
867,0,3.8427834e-06
868,0,1.8840785e-06
869,0,2.5436017e-05
870,0,4.6222335e-06
871,0,9.628485e-07
872,0,2.9423536e-05
873,0,4.0093678e-07
874,0,2.3242192e-06
875,0,1.9711088e-06
876,0,4.2382576e-06
877,0,8.654207e-06
878,0,7.225344e-07
879,0,9.993632e-05
880,0,0.00044074972
881,0,3.2280868e-06
882,0,5.475944e-08
883,0,2.5176943e-05
884,0,2.5599584e-07
885,0,7.452121e-07
886,0,2.008284e-06
887,0,1.5064174e-05
888,0,3.891802e-07
889,0,3.853474e-05
890,0,8.753912e-07
891,0,8.0958605e-05
892,0,6.3646127e-07
893,0,2.2851847e-05
894,0,3.0359452e-05
895,0,6.948122e-07
896,0,1.018274e-05
897,0,1.6703704e-06
898,0,1.3944084e-06
899,0,1.7573775e-06
900,0,1.7858954e-07
901,0,1.3015013e-07
902,0,1.6863427e-07
903,0,3.405245e-07
904,0,4.007166e-07
905,0,1.3805546e-06
906,0,1.1445481e-07
907,0,1.528563e-06
908,0,1.6026305e-06
909,0,1.068634e-06
910,0,1.6536485e-05
911,0,4.25563e-05
912,0,4.3885004e-07
913,0,1.0860665e-05
914,0,7.6259835e-07
915,0,7.874093e-07
916,0,1.0106582e-05
917,0,9.5315414e-07
918,0,1.1251622e-06
919,0,1.3241095e-05
920,0,6.364416e-06
921,0,3.0287706e-06
922,0,2.8728525e-07
923,0,1.645029e-07
924,0,6.171466e-08
925,0,5.1449965e-06
926,0,4.5775667e-07
927,0,1.4707138e-05
928,0,2.7953757e-07
929,0,5.036326e-06
930,0,2.9053612e-05
931,0,3.7963517e-07
932,0,2.9089624e-06
933,0,1.1278781e-06
934,0,8.906525e-07
935,0,8.9073825e-07
936,0,6.7900114e-06
937,0,3.5965862e-05
938,0,9.950511e-07
939,0,5.86286e-05
940,0,4.3711675e-06
941,0,1.9714153e-06
942,0,7.1767076e-06
943,0,7.4553975e-07
944,0,2.3621444e-06
945,0,3.7637093e-07
946,0,8.793097e-06
947,0,5.31918e-06
948,0,1.0021096e-05
949,0,2.8354912e-06
950,0,3.58882e-06
951,0,1.3953513e-07
952,0,2.031211e-06
953,0,1.0904323e-06
954,0,1.5500319e-06
955,0,2.7437716e-06
956,0,4.169253e-05
957,0,2.33169e-06
958,0,8.334554e-06
959,0,8.7491235e-06
960,0,1.3768461e-05
961,0,2.879809e-07
962,0,2.8468094e-07
963,0,3.3984573e-08
964,0,1.8012252e-05
965,0,1.9745576e-06
966,0,4.8943434e-06
967,0,1.072034e-06
968,0,8.242441e-08
969,0,9.086373e-06
970,0,9.633987e-07
971,0,4.0540676e-06
972,0,1.151797e-05
973,0,5.3626776e-05
974,0,5.3132766e-07
975,0,3.4058232e-07
976,0,3.8611364e-07
977,0,8.74743e-06
978,0,7.5908814e-05
979,0,1.1955406e-07
980,0,7.611351e-07
981,0,4.8531535e-07
982,0,1.0403692e-07
983,0,1.7724127e-05
984,0,1.0340136e-06
985,0,2.8151053e-06
986,0,1.9001023e-07
987,0,0.00020414221
988,0,1.2382804e-06
989,0,1.0522545e-05
990,0,6.057035e-06
991,0,8.248092e-07
992,0,3.52462e-05
993,0,3.3039376e-07
994,0,8.3367115e-07
995,0,3.2843346e-07
996,0,2.2968325e-06
997,0,3.696838e-07
998,0,1.9421234e-06
999,0,1.8878593e-06
1000,0,9.3691655e-05
1001,0,9.719664e-07
1002,0,1.8580236e-06
1003,0,3.0692902e-08
1004,0,4.0183022e-07
1005,0,4.8577654e-06
1006,0,1.5386338e-07
1007,0,5.019353e-07
1008,0,1.1584793e-05
1009,0,1.7425315e-05
1010,0,3.938161e-06
1011,0,6.7665337e-06
1012,0,3.2297962e-06
1013,0,7.132659e-07
1014,0,1.7146212e-06
1015,0,1.8460998e-05
1016,0,7.1051277e-06
1017,0,1.2776497e-06
1018,0,8.002273e-06
1019,0,9.108559e-07
1020,0,2.1805513e-06
1021,0,5.351975e-06
1022,0,4.253523e-06
1023,0,3.105434e-06
1024,0,1.4971483e-05
1025,0,9.6247895e-06
1026,0,1.6607288e-07
1027,0,3.679473e-07
1028,0,6.047137e-08
1029,0,2.8155564e-06
1030,0,2.2549536e-07
1031,0,8.42906e-06
1032,0,1.1115649e-05
1033,0,3.1427155e-07
1034,0,0.00025217375
1035,0,8.566334e-07
1036,0,1.1422432e-05
1037,0,1.0173965e-06
1038,0,1.0336762e-05
1039,0,1.0461873e-06
1040,0,1.2091448e-06
1041,0,1.6411882e-06
1042,0,3.418376e-05
1043,0,1.388737e-05
1044,0,3.7463382e-05
1045,0,1.09403686e-07
1046,0,0.00094415253
1047,0,3.0398649e-05
1048,0,2.2694458e-06
1049,0,4.659285e-07
1050,0,1.1118872e-06
1051,0,0.00022200025
1052,0,1.2131366e-06
1053,0,1.408084e-07
1054,0,3.314031e-06
1055,0,1.1069853e-06
1056,0,9.884673e-07
1057,0,4.3245127e-06
1058,0,2.3359944e-06
1059,0,1.5244023e-06
1060,0,2.5622692e-06
1061,0,3.9986676e-06
1062,0,7.9951105e-06
1063,0,2.342554e-05
1064,0,4.616695e-07
1065,0,0.00053994753
1066,0,3.662581e-06
1067,0,2.1183916e-07
1068,0,4.8894635e-06
1069,0,7.584497e-07
1070,0,1.3080769e-05
1071,0,1.561365e-05
1072,0,4.826319e-05
1073,0,5.464308e-06
1074,0,1.3705259e-06
1075,0,3.9537637e-05
1076,0,1.2654881e-06
1077,0,1.6796529e-06
1078,0,2.1019573e-06
1079,0,1.3115593e-06
1080,0,2.8053635e-05
1081,0,5.519879e-06
1082,0,4.3574037e-06
1083,0,4.1669801e-07
1084,0,6.748817e-06
1085,0,1.3522776e-07
1086,0,5.130569e-07
1087,0,7.0592534e-05
1088,0,1.4429298e-06
1089,0,2.0484563e-06
1090,0,2.2648398e-07
1091,0,1.1308853e-06
1092,0,9.4092997e-07
1093,0,9.135326e-06
1094,0,2.3571936e-06
1095,0,3.5102432e-05
1096,0,4.5347895e-07
1097,0,1.7482907e-05
1098,0,0.00019598803
1099,0,1.7258313e-05
1100,0,3.86867e-06
1101,0,1.1798853e-06
1102,0,1.2060239e-06
